grupo,ano,mes,data,obitos,pop_mensal,taxa_mensal
Masculino,2009,12,2009-12-01,685,7844062.25,8.732720090282303
Masculino,2010,1,2010-01-01,667,7783915.833333333,8.568951852532663
Masculino,2010,2,2010-02-01,571,7783915.833333333,7.33563944197324
Masculino,2010,3,2010-03-01,622,7783915.833333333,7.990836660082935
Masculino,2010,4,2010-04-01,567,7783915.833333333,7.284251424866598
Masculino,2010,5,2010-05-01,631,7783915.833333333,8.10645969857288
Masculino,2010,6,2010-06-01,544,7783915.833333333,6.988770326503402
Masculino,2010,7,2010-07-01,587,7783915.833333333,7.541191510399811
Masculino,2010,8,2010-08-01,627,7783915.833333333,8.055071681466238
Masculino,2010,9,2010-09-01,592,7783915.833333333,7.605426531783114
Masculino,2010,10,2010-10-01,664,7783915.833333333,8.530410839702682
Masculino,2010,11,2010-11-01,613,7783915.833333333,7.875213621592989
Masculino,2010,12,2010-12-01,690,7783915.833333333,8.86443295089586
Masculino,2011,1,2011-01-01,641,7844178.916666667,8.17166470588854
Masculino,2011,2,2011-02-01,594,7844178.916666667,7.572494282835869
Masculino,2011,3,2011-03-01,645,7844178.916666667,8.222657933382385
Masculino,2011,4,2011-04-01,660,7844178.916666667,8.4138825364843
Masculino,2011,5,2011-05-01,649,7844178.916666667,8.273651160876227
Masculino,2011,6,2011-06-01,608,7844178.916666667,7.750970579064325
Masculino,2011,7,2011-07-01,653,7844178.916666667,8.324644388370071
Masculino,2011,8,2011-08-01,671,7844178.916666667,8.55411391209237
Masculino,2011,9,2011-09-01,649,7844178.916666667,8.273651160876227
Masculino,2011,10,2011-10-01,621,7844178.916666667,7.916698568419318
Masculino,2011,11,2011-11-01,629,7844178.916666667,8.018685023407006
Masculino,2011,12,2011-12-01,742,7844178.916666667,9.459243700108107
Masculino,2012,1,2012-01-01,672,7900317.166666667,8.50598761826081
Masculino,2012,2,2012-02-01,716,7900317.166666667,9.062927283742173
Masculino,2012,3,2012-03-01,630,7900317.166666667,7.9743633921195105
Masculino,2012,4,2012-04-01,666,7900317.166666667,8.430041300240626
Masculino,2012,5,2012-05-01,633,7900317.166666667,8.012336551129602
Masculino,2012,6,2012-06-01,619,7900317.166666667,7.83512847574917
Masculino,2012,7,2012-07-01,659,7900317.166666667,8.341437262550409
Masculino,2012,8,2012-08-01,629,7900317.166666667,7.9617056724494795
Masculino,2012,9,2012-09-01,726,7900317.166666667,9.189504480442483
Masculino,2012,10,2012-10-01,681,7900317.166666667,8.61990709529109
Masculino,2012,11,2012-11-01,677,7900317.166666667,8.569276216610966
Masculino,2012,12,2012-12-01,753,7900317.166666667,9.53126291153332
Masculino,2013,1,2013-01-01,716,8184511.25,8.748231606377228
Masculino,2013,2,2013-02-01,686,8184511.25,8.38168558935025
Masculino,2013,3,2013-03-01,729,8184511.25,8.907068213755586
Masculino,2013,4,2013-04-01,676,8184511.25,8.25950358367459
Masculino,2013,5,2013-05-01,681,8184511.25,8.320594586512419
Masculino,2013,6,2013-06-01,640,8184511.25,7.819648363242215
Masculino,2013,7,2013-07-01,652,8184511.25,7.966266770053007
Masculino,2013,8,2013-08-01,679,8184511.25,8.296158185377289
Masculino,2013,9,2013-09-01,709,8184511.25,8.662704202404267
Masculino,2013,10,2013-10-01,718,8184511.25,8.772668007512362
Masculino,2013,11,2013-11-01,677,8184511.25,8.271721784242157
Masculino,2013,12,2013-12-01,746,8184511.25,9.114777623404208
Masculino,2014,1,2014-01-01,714,8248874.083333333,8.65572674266687
Masculino,2014,2,2014-02-01,702,8248874.083333333,8.510252343630453
Masculino,2014,3,2014-03-01,726,8248874.083333333,8.801201141703288
Masculino,2014,4,2014-04-01,708,8248874.083333333,8.582989543148662
Masculino,2014,5,2014-05-01,659,8248874.083333333,7.988969080416621
Masculino,2014,6,2014-06-01,638,8248874.083333333,7.734388882102889
Masculino,2014,7,2014-07-01,622,8248874.083333333,7.540423016720999
Masculino,2014,8,2014-08-01,761,8248874.083333333,9.225501472226174
Masculino,2014,9,2014-09-01,712,8248874.083333333,8.631481009494134
Masculino,2014,10,2014-10-01,701,8248874.083333333,8.498129477044085
Masculino,2014,11,2014-11-01,716,8248874.083333333,8.679972475839607
Masculino,2014,12,2014-12-01,760,8248874.083333333,9.213378605639807
Masculino,2015,1,2015-01-01,824,8310919.083333333,9.91466758053805
Masculino,2015,2,2015-02-01,680,8310919.083333333,8.182007226657614
Masculino,2015,3,2015-03-01,738,8310919.083333333,8.879884313637234
Masculino,2015,4,2015-04-01,726,8310919.083333333,8.735495950813863
Masculino,2015,5,2015-05-01,701,8310919.083333333,8.4346868615985109
Masculino,2015,6,2015-06-01,677,8310919.083333333,8.145910135951771
Masculino,2015,7,2015-07-01,659,8310919.083333333,7.929327591716716
Masculino,2015,8,2015-08-01,702,8310919.083333333,8.446719225167126
Masculino,2015,9,2015-09-01,700,8310919.083333333,8.422654498029896
Masculino,2015,10,2015-10-01,807,8310919.083333333,9.710117399871608
Masculino,2015,11,2015-11-01,720,8310919.083333333,8.66330176940218
Masculino,2015,12,2015-12-01,846,8310919.083333333,10.179379579047561
Masculino,2016,1,2016-01-01,735,8370824.333333333,8.780497245333027
Masculino,2016,2,2016-02-01,734,8370824.333333333,8.768550990577472
Masculino,2016,3,2016-03-01,715,8370824.333333333,8.541572150221924
Masculino,2016,4,2016-04-01,730,8370824.333333333,8.72076597155525
Masculino,2016,5,2016-05-01,721,8370824.333333333,8.613249678755254
Masculino,2016,6,2016-06-01,699,8370824.333333333,8.350432074133042
Masculino,2016,7,2016-07-01,754,8370824.333333333,9.007476085688575
Masculino,2016,8,2016-08-01,714,8370824.333333333,8.529625895466369
Masculino,2016,9,2016-09-01,778,8370824.333333333,9.294186199821898
Masculino,2016,10,2016-10-01,828,8370824.333333333,9.891498937599655
Masculino,2016,11,2016-11-01,789,8370824.333333333,9.425595002133004
Masculino,2016,12,2016-12-01,856,8370824.333333333,10.225994070755199
Masculino,2017,1,2017-01-01,840,8428522.166666666,9.966159943460235
Masculino,2017,2,2017-02-01,774,8428522.166666666,9.183104519331216
Masculino,2017,3,2017-03-01,817,8428522.166666666,9.693276992627395
Masculino,2017,4,2017-04-01,728,8428522.166666666,8.637338617665538
Masculino,2017,5,2017-05-01,815,8428522.166666666,9.669548040381061
Masculino,2017,6,2017-06-01,736,8428522.166666666,8.732254426650872
Masculino,2017,7,2017-07-01,721,8428522.166666666,8.554287284803369
Masculino,2017,8,2017-08-01,822,8428522.166666666,9.75259937324323
Masculino,2017,9,2017-09-01,901,8428522.166666666,10.689892986973419
Masculino,2017,10,2017-10-01,967,8428522.166666666,11.472948411102438
Masculino,2017,11,2017-11-01,833,8428522.166666666,9.883108610598066
Masculino,2017,12,2017-12-01,872,8428522.166666666,10.345823179401577
Masculino,2018,1,2018-01-01,864,8455885.583333334,10.21773522696376
Masculino,2018,2,2018-02-01,750,8455885.583333334,8.869561828961595
Masculino,2018,3,2018-03-01,869,8455885.583333334,10.276865639156837
Masculino,2018,4,2018-04-01,832,8455885.583333334,9.839300588928065
Masculino,2018,5,2018-05-01,814,8455885.583333334,9.626431105032985
Masculino,2018,6,2018-06-01,758,8455885.583333334,8.96417048847052
Masculino,2018,7,2018-07-01,830,8455885.583333334,9.815648424050833
Masculino,2018,8,2018-08-01,804,8455885.583333334,9.508170280646832
Masculino,2018,9,2018-09-01,850,8455885.583333334,10.052170072823143
Masculino,2018,10,2018-10-01,850,8455885.583333334,10.052170072823143
Masculino,2018,11,2018-11-01,863,8455885.583333334,10.205909144525142
Masculino,2018,12,2018-12-01,915,8455885.583333334,10.820865431333148
Masculino,2019,1,2019-01-01,881,8516357.333333334,10.344798433383412
Masculino,2019,2,2019-02-01,811,8516357.333333334,9.52285077125306
Masculino,2019,3,2019-03-01,952,8516357.333333334,11.178488204972766
Masculino,2019,4,2019-04-01,872,8516357.333333334,10.239119448252366
Masculino,2019,5,2019-05-01,873,8516357.333333334,10.25086155771137
Masculino,2019,6,2019-06-01,832,8516357.333333334,9.769435069892166
Masculino,2019,7,2019-07-01,836,8516357.333333334,9.816403507728186
Masculino,2019,8,2019-08-01,865,8516357.333333334,10.156924682039332
Masculino,2019,9,2019-09-01,921,8516357.333333334,10.814482811743611
Masculino,2019,10,2019-10-01,892,8516357.333333334,10.473961637432467
Masculino,2019,11,2019-11-01,922,8516357.333333334,10.826224921202616
Masculino,2019,12,2019-12-01,942,8516357.333333334,11.061067110382718
Masculino,2020,1,2020-01-01,1042,8574958.5,12.151662308336537
Masculino,2020,2,2020-02-01,945,8574958.5,11.020461498443405
Masculino,2020,3,2020-03-01,900,8574958.5,10.495677617565146
Masculino,2020,4,2020-04-01,857,8574958.5,9.994217464725923
Masculino,2020,5,2020-05-01,886,8574958.5,10.332411521291911
Masculino,2020,6,2020-06-01,851,8574958.5,9.924246280608822
Masculino,2020,7,2020-07-01,811,8574958.5,9.457771719828148
Masculino,2020,8,2020-08-01,818,8574958.5,9.539404767964767
Masculino,2020,9,2020-09-01,899,8574958.5,10.48401575354563
Masculino,2020,10,2020-10-01,972,8574958.5,11.335331826970359
Masculino,2020,11,2020-11-01,959,8574958.5,11.18372759471664
Masculino,2020,12,2020-12-01,928,8574958.5,10.822209810111618
Masculino,2021,1,2021-01-01,997,8631573.083333334,11.550617603239703
Masculino,2021,2,2021-02-01,945,8631573.083333334,10.94817816957023
Masculino,2021,3,2021-03-01,988,8631573.083333334,11.446349239719986
Masculino,2021,4,2021-04-01,949,8631573.083333334,10.99451966446788
Masculino,2021,5,2021-05-01,948,8631573.083333334,10.982934290743467
Masculino,2021,6,2021-06-01,915,8631573.083333334,10.600616957837842
Masculino,2021,7,2021-07-01,936,8631573.083333334,10.843909806050513
Masculino,2021,8,2021-08-01,1069,8631573.083333334,12.384764511397435
Masculino,2021,9,2021-09-01,1071,8631573.083333334,12.40793525884626
Masculino,2021,10,2021-10-01,1142,8631573.083333334,13.23049679327958
Masculino,2021,11,2021-11-01,1055,8631573.083333334,12.222569279255653
Masculino,2021,12,2021-12-01,1049,8631573.083333334,12.153057036909175
Masculino,2022,1,2022-01-01,1112,8211035.916666667,13.542749188843214
Masculino,2022,2,2022-02-01,1029,8211035.916666667,12.531914492193945
Masculino,2022,3,2022-03-01,1142,8211035.916666667,13.908111127391143
Masculino,2022,4,2022-04-01,1125,8211035.916666667,13.701072695547316
Masculino,2022,5,2022-05-01,1024,8211035.916666667,12.471020835769291
Masculino,2022,6,2022-06-01,940,8211035.916666667,11.44800740783509
Masculino,2022,7,2022-07-01,1071,8211035.916666667,13.043421206161046
Masculino,2022,8,2022-08-01,1017,8211035.916666667,12.385769716774774
Masculino,2022,9,2022-09-01,1051,8211035.916666667,12.799846580462427
Masculino,2022,10,2022-10-01,1165,8211035.916666667,14.188221946944553
Masculino,2022,11,2022-11-01,1097,8211035.916666667,13.360068219569252
Masculino,2022,12,2022-12-01,1135,8211035.916666667,13.822860008396624
